Player,Nation,Pos,Squad,Age,Born,Matches Played,Game or games started by player,Minutes,90s Played90s played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,"npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",PrgC,PrgP,PrgR,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutes,"xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader.1",Matches,Season,90s,Cmp,Att,Cmp%,Tot,Prg,Ast,xA,Assists - xAGAssists minus Expected Goals Assisted,KP,1/3,PPA,CrsPA,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG/Shot,"Goals - xGGoals minus Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","Non-Penalty Goals - npxGNon-Penalty Goals minus Non-Penalty Expected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.",Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Tkl,TklW,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,TO,Fld,Def,GCA,GCA90,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Won,Won%,GA,PKA,CK,OG,Post-Shot Expected Goals,Post-Shot Expected Goals per Shot on Target,PSxG-GAPost-Shot Expected Goals minus Goals AllowedPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,PSxG-GA/90Post-Shot Expected Goals minus Goals Allowed per 90 minutesPositive numbers suggest better luck or an above average ability to stop shotsPSxG is expected goals based on how likely the goalkeeper is to save the shotNote,Att (GK),Thr,Launch%,Avg,Opp,Stp,Stp%,#OPA,#OPA/90
Anthony Markanich,ph PHI,"MF,DF",Minnesota Utd,24,1999,2,1,62,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,4.29,10.0,0.0,0.48,0.48,Matches,2024,0.7,38.6,48.6,79.4,548.6,178.6,0.0,0.14,-0.43,2.86,0.0,1.43,0.0,0.0,2.86,1.43,50.0,2.9,1.45,0.0,0.0,12.2,0.0,0.0,0.0,0.02,0.0,0.0,67.1,2.86,15.7,32.9,18.6,5.71,67.1,0.0,0.0,1.43,100.0,34.3,0.0,1.43,1.43,44.3,2.86,2.86,100.0,0.0,1.43,1.43,1.43,4.29,4.29,0.0,5.71,5.81,0.0,0.0,0.0,0.0,0.0,0.0,2.86,4.29,1.43,1.43,1.43,2.86,0.0,0.0,0.0,2.86,0.0,,,,,,,,,,,,,,,,,,
Anthony Markanich,ph PHI,DF,St. Louis,24,1999,19,15,1312,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.07,0.04,0.03,0.03,0.07,1.1,5.21,2.53,0.0,0.07,0.07,Matches,2024,14.6,33.8,47.2,71.7,536.4,249.0,0.0,0.06,-0.03,0.55,3.56,0.96,0.21,0.0,1.16,0.41,35.3,1.17,0.41,0.0,0.0,23.0,0.0,0.0,0.0,0.03,-0.04,-0.03,59.6,3.97,17.5,28.2,14.2,1.1,59.6,0.07,16.7,0.27,66.7,23.7,0.14,1.03,0.27,26.8,2.47,1.23,48.6,1.23,1.85,1.51,1.78,4.25,3.56,0.07,2.33,2.33,0.0,0.0,0.14,0.07,0.07,0.07,2.05,1.03,0.0,1.37,1.78,1.23,0.0,0.0,0.0,4.52,1.78,65.0,,,,,,,,,,,,,,,,,
Idan Markovich,il ISR,FW,Charlotte,19,2004,1,0,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,0.0,0.0,0.0,Matches,2024,0.2,30.0,35.0,85.7,360.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,55.0,0.0,10.0,20.0,25.0,0.0,55.0,0.0,0.0,10.0,100.0,25.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,
Marlon,br BRA,DF,LAFC,28,1995,5,1,126,1.4,0.71,0.0,0.71,0.71,0.0,0.0,0.71,0.0,0.07,0.07,0.0,0.07,0.0,3.57,0.0,0.71,0.08,0.08,Matches,2024,1.4,56.4,60.7,92.9,1052.1,295.7,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.71,1.43,0.71,50.0,1.43,0.71,0.5,1.0,9.3,0.0,0.0,0.0,0.06,0.64,0.64,72.9,6.43,36.4,35.0,1.43,1.43,72.9,0.0,0.0,0.71,100.0,42.9,0.0,0.71,0.0,52.9,5.0,2.86,100.0,0.0,1.43,0.71,0.0,5.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.71,0.0,0.0,0.0,2.86,0.0,0.0,0.0,3.57,2.14,60.0,,,,,,,,,,,,,,,,,
Jahkeele Marshall-Rutty,ca CAN,"DF,MF",Toronto FC,19,2004,22,10,1035,11.5,0.09,0.26,0.35,0.09,0.0,0.0,0.09,0.0,0.08,0.08,0.17,0.25,2.52,3.39,6.43,0.35,0.25,0.25,Matches,2024,11.5,34.1,42.1,81.0,548.5,153.3,0.26,0.28,0.09,1.04,1.57,1.13,0.52,0.09,1.04,0.17,16.7,1.04,0.17,0.08,0.5,16.3,0.0,0.0,0.0,0.08,0.01,0.01,52.5,2.09,14.6,20.7,18.1,3.74,52.5,1.13,48.1,0.96,40.7,28.5,0.7,1.3,0.61,31.0,1.3,1.04,64.3,0.43,0.96,0.87,0.7,2.0,1.65,0.0,1.83,1.82,0.17,0.09,0.0,0.43,0.43,0.0,1.04,1.3,0.26,3.22,0.7,1.04,0.0,0.0,0.0,4.78,0.7,44.4,,,,,,,,,,,,,,,,,
Jahkeele Marshall-Rutty,ca CAN,"DF,MF",CF Montréal,19,2004,9,7,650,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.03,0.03,0.07,0.1,4.17,4.17,6.81,0.0,0.1,0.1,Matches,2024,7.2,48.5,56.7,85.5,689.4,169.3,0.0,0.1,-0.07,0.69,2.22,1.25,0.69,0.0,0.97,0.14,14.3,0.97,0.14,0.0,0.0,20.3,0.0,0.0,0.0,0.03,-0.03,-0.03,64.2,1.81,14.2,29.6,21.0,2.5,64.2,0.83,66.7,0.42,33.3,44.2,1.25,1.53,0.28,47.1,1.67,1.39,66.7,0.56,1.94,1.53,0.97,2.64,1.11,0.0,1.53,1.52,0.0,0.0,0.0,0.14,0.14,0.0,0.69,0.69,0.42,4.17,0.97,1.39,0.0,0.0,0.0,5.0,0.14,16.7,,,,,,,,,,,,,,,,,
Alonso Martínez,cr CRC,FW,NYCFC,25,1998,26,19,1488,16.5,0.97,0.18,1.15,0.97,0.0,0.0,0.06,0.0,0.62,0.62,0.07,0.68,1.39,1.21,6.0,1.15,0.68,0.68,Matches,2024,16.5,13.2,17.0,77.2,154.9,26.8,0.18,0.1,0.12,0.42,0.24,0.42,0.0,0.97,3.33,1.64,49.1,3.33,1.63,0.29,0.59,16.1,0.0,0.0,0.0,0.19,0.35,0.35,26.7,0.36,1.94,11.3,13.7,4.91,26.7,0.36,30.0,0.73,60.0,16.2,0.91,1.88,0.97,19.8,0.67,0.24,33.3,0.36,0.36,0.24,0.61,1.27,0.24,0.0,1.45,1.45,0.06,0.0,0.06,0.24,0.24,0.0,0.73,0.3,0.73,0.24,0.61,0.24,0.0,0.0,0.0,2.3,0.42,20.6,,,,,,,,,,,,,,,,,
David Martínez,ve VEN,"FW,MF",LAFC,17,2006,17,4,456,5.1,0.78,0.39,1.18,0.78,0.0,0.0,0.39,0.2,0.35,0.27,0.14,0.41,3.73,6.08,7.06,1.18,0.49,0.42,Matches,2024,5.1,29.8,38.0,78.4,577.6,123.7,0.39,0.16,0.25,1.37,3.33,1.76,0.0,0.78,5.1,2.16,42.3,5.13,2.17,0.15,0.36,20.6,0.0,0.0,0.0,0.05,0.43,0.51,52.5,0.59,3.92,25.3,24.5,3.53,52.5,1.57,57.1,1.18,42.9,36.5,1.57,2.75,2.75,40.0,1.37,1.18,14.3,1.18,0.59,0.59,0.78,2.16,0.78,0.0,3.53,3.56,0.39,0.0,0.0,0.59,0.59,0.2,1.18,0.78,0.2,2.75,0.78,1.18,0.0,0.0,0.0,4.51,0.39,33.3,,,,,,,,,,,,,,,,,
Josef Martínez,ve VEN,"FW,MF",CF Montréal,30,1993,23,13,1376,15.3,0.72,0.2,0.92,0.65,0.07,0.07,0.13,0.0,0.61,0.56,0.12,0.69,0.85,1.57,4.77,0.85,0.74,0.69,Matches,2024,15.3,16.9,20.1,83.8,227.6,42.6,0.2,0.15,0.07,1.11,1.57,0.65,0.0,0.72,2.94,1.24,42.2,2.94,1.24,0.22,0.53,13.9,0.13,0.07,0.07,0.19,0.11,0.09,27.6,0.98,1.76,13.0,13.0,4.51,27.6,0.26,33.3,0.52,66.7,16.9,0.33,1.7,0.92,20.9,0.26,0.13,25.0,0.2,0.33,0.26,0.07,0.33,0.78,0.0,2.42,2.43,0.13,0.0,0.0,0.33,0.33,0.0,0.39,0.65,0.39,0.0,0.07,0.13,0.0,0.0,0.0,1.24,0.59,39.1,,,,,,,,,,,,,,,,,
Luís Martins,pt POR,"DF,MF",Vancouver W'caps,31,1992,16,9,774,8.6,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.09,0.1,1.63,3.6,4.42,0.12,0.11,0.11,Matches,2024,8.6,45.2,57.0,79.4,848.8,279.1,0.12,0.12,0.02,0.81,3.37,1.4,0.81,0.0,0.47,0.12,25.0,0.47,0.12,0.0,0.0,24.4,0.0,0.0,0.0,0.02,-0.01,-0.01,63.4,2.44,17.7,31.3,15.1,0.81,63.4,0.12,25.0,0.35,75.0,37.4,0.12,0.93,0.93,44.9,0.93,0.7,50.0,0.58,0.81,0.7,0.93,1.86,1.16,0.0,1.63,1.63,0.0,0.12,0.0,0.12,0.12,0.0,0.47,0.47,0.12,3.49,0.93,0.7,0.0,0.0,0.0,3.6,0.93,50.0,,,,,,,,,,,,,,,,,
Thiago Martins,br BRA,DF,NYCFC,28,1995,31,31,2789,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.02,0.02,0.02,0.04,0.58,4.1,0.0,0.0,0.04,0.04,Matches,2024,31.0,58.2,65.2,89.3,1169.4,436.6,0.0,0.02,-0.02,0.19,3.48,0.13,0.03,0.0,0.35,0.06,18.2,0.35,0.06,0.0,0.0,10.5,0.0,0.0,0.0,0.07,-0.02,-0.02,73.1,11.7,40.3,32.2,1.03,0.52,73.1,0.1,100.0,0.0,0.0,43.6,0.0,0.26,0.1,49.4,0.58,0.32,52.9,0.26,1.16,0.55,0.77,1.35,4.06,0.06,0.58,0.58,0.0,0.0,0.06,0.06,0.06,0.0,0.58,0.1,0.0,0.03,0.77,0.32,0.0,0.03,0.0,5.19,1.84,67.1,,,,,,,,,,,,,,,,,
Alexandru Mățan,ro ROU,MF,Columbus Crew,24,1999,28,17,1441,16.0,0.25,0.13,0.38,0.25,0.0,0.0,0.13,0.0,0.17,0.17,0.11,0.28,4.38,6.56,5.13,0.37,0.28,0.28,Matches,2024,16.0,46.9,52.7,89.0,698.0,172.9,0.13,0.13,0.01,1.38,4.69,0.94,0.19,0.25,0.94,0.56,60.0,0.94,0.56,0.27,0.44,16.6,0.0,0.0,0.0,0.18,0.08,0.08,60.8,0.63,9.44,30.6,21.2,2.13,60.8,1.19,47.5,1.31,52.5,42.6,0.94,1.44,1.13,50.2,1.88,1.13,55.0,0.56,0.44,0.44,0.38,2.25,0.31,0.0,3.06,3.06,0.06,0.13,0.0,0.5,0.5,0.0,0.5,1.94,0.06,1.5,0.38,1.13,0.0,0.0,0.0,4.0,0.25,33.3,,,,,,,,,,,,,,,,,
Andreas Maxsø,dk DEN,DF,Colorado Rapids,29,1994,34,34,3060,34.0,0.0,0.03,0.03,0.0,0.0,0.0,0.09,0.0,0.02,0.02,0.01,0.04,0.35,2.76,0.18,0.03,0.03,0.03,Matches,2024,34.0,40.3,46.1,87.5,771.7,278.9,0.03,0.01,0.02,0.15,2.12,0.03,0.0,0.0,0.41,0.09,21.4,0.41,0.09,0.0,0.0,12.6,0.0,0.0,0.0,0.06,-0.02,-0.02,54.5,7.97,28.3,24.5,1.74,1.15,54.5,0.0,0.0,0.03,50.0,28.4,0.06,0.35,0.06,34.7,0.79,0.41,62.5,0.26,1.26,0.26,0.71,1.5,4.47,0.0,0.29,0.29,0.0,0.0,0.0,0.06,0.06,0.0,0.62,0.44,0.0,0.09,0.71,0.41,0.0,0.0,0.0,3.0,1.79,56.0,,,,,,,,,,,,,,,,,
Olivier Mbaizo,cm CMR,DF,Philadelphia Union,26,1997,21,12,1110,12.3,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.09,0.1,0.73,2.2,4.55,0.08,0.1,0.1,Matches,2024,12.3,33.6,42.8,78.5,560.1,183.1,0.08,0.11,-0.01,1.06,1.87,0.81,0.65,0.0,0.33,0.0,0.0,0.32,0.0,0.0,,27.8,0.0,0.0,0.0,0.02,-0.01,-0.01,51.5,2.93,16.1,20.7,14.8,0.73,51.5,0.65,66.7,0.33,33.3,23.2,0.16,1.46,0.33,27.8,1.22,0.89,55.6,0.65,0.89,0.49,0.98,2.2,1.63,0.0,2.28,2.27,0.08,0.0,0.0,0.33,0.32,0.0,0.81,1.06,0.08,2.11,0.98,0.89,0.0,0.08,0.0,4.8,1.06,59.1,,,,,,,,,,,,,,,,,
Dax McCarty,us USA,MF,Atlanta Utd,36,1987,22,10,915,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.04,0.11,0.15,0.59,5.78,0.88,0.0,0.15,0.15,Matches,2024,10.2,49.2,58.1,84.7,820.4,254.6,0.0,0.09,-0.11,1.08,5.98,0.39,0.2,0.0,0.78,0.0,0.0,0.79,0.0,0.0,,20.0,0.0,0.0,0.0,0.05,-0.04,-0.04,66.0,2.94,18.4,38.4,9.61,0.59,66.0,0.1,50.0,0.1,50.0,36.9,0.0,0.88,0.59,47.6,2.75,1.47,63.0,0.98,0.39,0.39,1.27,4.02,1.27,0.0,2.75,2.75,0.0,0.0,0.2,0.1,0.1,0.0,1.18,1.08,0.0,0.39,1.27,1.47,0.0,0.0,0.0,4.9,0.88,60.0,,,,,,,,,,,,,,,,,
Christian McFarlane,eng ENG,"DF,MF",NYCFC,17,2007,8,4,364,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.1,1.25,1.25,8.0,0.0,0.09,0.09,Matches,2024,4.0,31.0,38.5,80.5,448.8,109.8,0.0,0.13,-0.07,2.0,1.25,1.25,0.5,0.0,0.5,0.25,50.0,0.49,0.25,0.0,0.0,18.7,0.0,0.0,0.0,0.03,-0.03,-0.03,46.5,3.25,10.5,18.5,17.8,0.5,46.5,0.25,25.0,0.5,50.0,18.8,0.0,0.25,0.75,25.5,2.75,2.5,54.5,1.25,1.25,0.75,1.25,4.0,2.0,0.0,2.5,2.45,0.0,0.0,0.0,0.25,0.24,0.0,1.0,0.75,0.25,2.0,1.25,2.5,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,
Jack McGlynn,us USA,MF,Philadelphia Union,20,2003,30,25,2309,25.7,0.16,0.19,0.35,0.16,0.0,0.0,0.12,0.0,0.09,0.09,0.2,0.29,1.79,10.2,2.41,0.35,0.29,0.29,Matches,2024,25.7,56.6,67.1,84.3,1088.8,371.3,0.19,0.16,-0.0,2.06,8.09,2.22,0.58,0.16,2.02,0.74,36.5,2.03,0.74,0.08,0.21,26.2,0.16,0.0,0.0,0.04,0.07,0.07,75.5,1.21,13.2,41.8,21.2,0.82,75.5,0.47,42.9,0.54,50.0,47.6,0.23,0.89,0.62,57.6,1.83,1.17,53.5,0.78,1.09,0.97,0.47,2.3,0.86,0.0,4.51,4.52,0.0,0.19,0.08,0.31,0.31,0.0,0.39,0.82,0.0,2.96,0.47,1.17,0.0,0.0,0.0,5.68,0.39,62.5,,,,,,,,,,,,,,,,,
Zac McGraw,ca CAN,DF,Portland Timbers,26,1997,13,10,857,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.01,0.01,0.0,0.01,0.11,2.42,0.11,0.0,0.01,0.01,Matches,2024,9.5,53.3,63.1,84.5,1019.5,352.6,0.0,0.01,0.0,0.0,1.47,0.11,0.0,0.0,0.21,0.11,50.0,0.21,0.11,0.0,0.0,10.9,0.0,0.0,0.0,0.06,-0.01,-0.01,77.6,13.1,45.3,31.4,1.05,0.74,77.6,0.11,33.3,0.11,33.3,36.7,0.0,0.42,0.11,46.4,1.26,0.95,66.7,0.42,2.11,0.63,1.05,2.32,7.37,0.11,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.84,1.16,0.0,0.11,1.05,0.95,0.0,0.0,0.0,3.26,3.37,59.3,,,,,,,,,,,,,,,,,
Duncan McGuire,us USA,FW,Orlando City,22,2001,27,18,1600,17.8,0.56,0.11,0.67,0.56,0.0,0.0,0.34,0.0,0.4,0.4,0.1,0.49,0.96,1.57,5.28,0.68,0.5,0.5,Matches,2024,17.8,13.1,18.5,70.8,174.5,29.5,0.11,0.07,0.02,0.73,0.62,0.39,0.0,0.56,2.53,1.18,46.7,2.53,1.18,0.22,0.48,12.2,0.0,0.0,0.0,0.16,0.16,0.16,28.1,1.01,2.25,11.5,14.7,5.11,28.1,0.34,31.6,0.73,68.4,16.0,0.56,2.81,0.9,22.9,0.45,0.28,8.7,1.18,0.62,0.56,0.22,0.67,0.96,0.0,1.69,1.69,0.11,0.17,0.06,0.28,0.28,0.0,0.9,1.01,0.39,0.56,0.22,0.28,0.0,0.0,0.0,1.57,1.97,35.7,,,,,,,,,,,,,,,,,
Thomas McNamara,us USA,"FW,MF",NE Revolution,32,1991,5,2,203,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.3,5.65,2.61,0.0,0.06,0.06,Matches,2024,2.3,31.3,39.1,80.0,479.6,147.4,0.0,0.09,-0.04,0.87,4.35,0.87,0.43,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,43.0,0.43,4.35,23.5,16.1,1.74,43.0,0.0,0.0,0.43,100.0,27.4,0.0,1.74,0.43,36.1,0.43,0.43,33.3,0.87,0.0,0.0,0.0,0.43,0.0,0.0,2.17,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.43,1.74,0.0,0.43,0.0,0.0,0.0,2.17,0.0,,,,,,,,,,,,,,,,,,
Brendan McSorley,us USA,FW,St. Louis,21,2002,1,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Matches,2024,0.1,10.0,20.0,50.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,,0.0,,20.0,0.0,0.0,0.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
Christopher McVey,se SWE,DF,D.C. United,26,1997,27,26,2145,23.8,0.04,0.0,0.04,0.04,0.0,0.0,0.21,0.0,0.05,0.05,0.01,0.05,0.67,3.11,0.67,0.04,0.05,0.05,Matches,2024,23.8,35.9,44.4,81.0,701.6,266.9,0.0,0.03,-0.01,0.17,2.98,0.08,0.04,0.04,0.34,0.17,50.0,0.34,0.17,0.13,0.25,12.3,0.0,0.0,0.0,0.14,-0.0,-0.0,53.9,4.54,23.6,27.8,3.19,0.84,53.9,0.21,100.0,0.0,0.0,28.9,0.0,0.55,0.04,29.4,1.34,0.76,55.9,0.63,1.51,0.59,1.55,2.9,3.15,0.0,0.67,0.67,0.0,0.04,0.04,0.04,0.04,0.0,2.02,0.46,0.08,0.17,1.55,0.76,0.0,0.04,0.0,5.55,1.55,48.7,,,,,,,,,,,,,,,,,
Jonathan Mensah,gh GHA,"DF,FW",NE Revolution,33,1990,8,3,268,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,Matches,2024,3.0,44.0,49.7,88.6,846.3,332.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,58.7,10.7,40.0,18.7,0.33,0.33,58.7,0.0,,0.0,,27.7,0.0,0.0,0.0,38.7,1.0,1.0,100.0,0.0,2.33,0.0,1.0,2.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,60.0,,,,,,,,,,,,,,,,,
Loïc Mesanvi,tg TOG,"FW,MF",Minnesota Utd,20,2003,3,0,65,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.43,5.71,5.71,5.71,0.0,0.46,0.46,Matches,2024,0.7,12.9,21.4,60.0,168.6,94.3,0.0,0.0,0.0,0.0,2.86,1.43,0.0,0.0,2.86,2.86,100.0,2.77,2.77,0.0,0.0,11.2,0.0,0.0,0.0,0.17,-0.43,-0.43,44.3,1.43,5.71,12.9,25.7,5.71,44.3,2.86,28.6,7.14,71.4,25.7,1.43,2.86,2.86,24.3,1.43,1.43,,0.0,2.86,2.86,0.0,1.43,1.43,0.0,1.43,1.38,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.43,0.0,0.0,0.0,1.43,0.0,0.0,0.0,2.86,2.86,66.7,,,,,,,,,,,,,,,,,
Lionel Messi,ar ARG,"FW,MF",Inter Miami,36,1987,19,15,1489,16.5,1.21,0.67,1.88,1.15,0.06,0.06,0.12,0.0,0.72,0.67,0.24,0.92,4.24,10.1,7.27,1.81,0.96,0.91,Matches,2024,16.5,40.8,53.0,77.1,674.4,249.4,0.67,0.33,0.42,1.82,5.88,4.0,0.06,1.21,5.03,2.36,47.0,5.02,2.36,0.23,0.49,19.0,0.91,0.06,0.06,0.13,0.5,0.48,66.1,0.0,2.55,33.1,31.5,5.58,66.0,3.27,54.0,2.61,43.0,45.8,1.64,1.76,2.12,54.5,0.91,0.36,55.6,0.24,0.24,0.24,0.12,1.03,0.0,0.0,6.3,6.29,1.03,0.55,0.06,1.58,1.57,0.0,0.48,1.58,0.48,1.76,0.12,0.36,0.0,0.0,0.0,2.79,0.12,33.3,,,,,,,,,,,,,,,,,
Matt Miazga,us USA,DF,FC Cincinnati,28,1995,16,16,1413,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.02,0.02,0.01,0.03,0.0,2.29,0.13,0.0,0.03,0.03,Matches,2024,15.7,55.3,64.7,85.4,1182.7,453.4,0.0,0.01,-0.01,0.06,2.42,0.06,0.0,0.0,0.64,0.13,20.0,0.64,0.13,0.0,0.0,21.0,0.0,0.0,0.0,0.03,-0.02,-0.02,74.8,13.4,47.2,26.4,1.21,0.7,74.8,0.06,100.0,0.0,0.0,38.8,0.06,0.13,0.13,48.7,1.46,0.7,66.7,0.38,1.15,0.32,0.76,2.23,4.84,0.06,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.64,0.0,0.06,0.76,0.7,0.0,0.06,0.06,4.52,2.74,65.2,,,,,,,,,,,,,,,,,
Micael,br BRA,DF,Houston Dynamo,23,2000,32,30,2769,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.01,0.01,0.02,0.03,0.0,1.46,0.1,0.0,0.03,0.03,Matches,2024,30.8,65.0,72.2,90.0,1223.1,541.3,0.0,0.03,-0.02,0.19,2.21,0.03,0.0,0.0,0.32,0.03,10.0,0.33,0.03,0.0,0.0,15.9,0.0,0.0,0.0,0.04,-0.01,-0.01,82.6,16.3,54.7,26.7,1.49,0.62,82.6,0.19,50.0,0.06,16.7,50.0,0.0,0.45,0.16,58.2,1.53,1.01,60.9,0.58,1.07,0.19,1.14,2.66,4.48,0.03,0.55,0.55,0.0,0.03,0.03,0.0,0.0,0.0,1.14,1.04,0.03,0.03,1.14,1.01,0.0,0.0,0.0,4.84,1.75,56.3,,,,,,,,,,,,,,,,,
Benji Michel,us USA,"FW,MF",Real Salt Lake,26,1997,2,0,33,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,10.0,0.0,0.07,0.07,Matches,2024,0.4,22.5,35.0,64.3,327.5,5.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,40.0,2.5,2.5,17.5,20.0,7.5,40.0,2.5,100.0,0.0,0.0,20.0,5.0,0.0,0.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,50.0,,,,,,,,,,,,,,,,,
Djordje Mihailovic,us USA,MF,Colorado Rapids,25,1998,29,29,2473,27.5,0.4,0.36,0.76,0.25,0.15,0.22,0.22,0.0,0.42,0.23,0.33,0.56,1.85,7.09,6.11,0.62,0.75,0.56,Matches,2024,27.5,34.9,45.9,76.1,624.9,238.1,0.36,0.35,0.04,3.16,3.85,2.33,0.29,0.4,1.82,0.8,44.0,1.82,0.8,0.14,0.32,22.2,0.58,0.15,0.22,0.13,-0.02,0.03,54.5,0.58,4.11,21.4,29.7,2.73,54.3,1.02,50.0,0.91,44.6,30.4,0.73,2.25,0.87,35.5,0.69,0.62,36.7,0.69,0.73,0.65,0.58,1.27,0.44,0.0,6.29,6.3,0.11,0.44,0.07,0.76,0.76,0.0,1.42,1.64,0.11,7.35,0.58,0.62,0.04,0.0,0.0,3.67,0.25,35.0,,,,,,,,,,,,,,,,,
